	77	new_id	old_id	mall	county	usps	geoid	INTPTLAT	INTPTLONG	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	Homeowner_vacancy_rate_percent	Median_Age_Female	Median_Age_Male	Median_Age	Percent_65_years_and_over	Percent_American_Indian_and_Alaska_Native	Percent_Asian	Percent_Black_or_African_American	Percent_Family_households	Percent_Female	Percent_Male	Percent_Nonfamily_households	Percent_Occupied_housing_units	Percent_Some_Other_Race	Percent_White	Rental_vacancy_rate_percent	 accessories	beauty products	books and digital media	candles	cellular accessories	children's apparel	children's clothing	children's footwear	chocolates	clothing	clothing & shoes	coffee	consumer electronics	cookies	denim	department store	diamonds	disney	eyewear	fasion wholesale	footwear	furniture	girl's clothing	guest services	hair care	headwear	home furnishings	ice cream	jewelry	makeup	maternity clothing	mattress	men's clothing	men's gifts	nutritional supplements	perfume	personalized gifts	photography	plus size clothing	restaurant	shoes	skincare	sporting goods	sports apparel	sports clothing	stuffed animals	telecommunication	video games	women's clothing	women's handbags	women's jewelry	women's shoes
297	0	297	340	fashion centre at pentagon city	Arlington County	virginia	51013	38.878337	-77.100703	207627	105404	67273573	244125	25.974	0.094	1.4	33.4	33.5	33.4	8.7	0.5	9.6	8.5	42.4	50.2	49.8	57.6	93.0	5.9	71.7	5.4	1.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	13.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	6.0	2.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	1.0	1.0	0.0
298	0	298	341	fashion fair	Fresno County	california	6019	36.761006	-119.655019	930450	315531	15431126407	137815999	5957.991	53.21100000000001	2.4	31.6	29.8	30.6	10.0	1.7	9.6	5.3	74.1	50.0	50.0	25.9	91.7	23.3	55.4	7.0	0.0	3.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	16.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	5.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	7.0	0.0	1.0	1.0
299	0	299	342	fashion island	Orange County	california	6059	33.675687	-117.777207	3010232	1048907	2047561084	407916814	790.568	157.498	1.4	37.5	34.9	36.2	11.6	0.6	17.9	1.7	71.4	50.5	49.5	28.6	94.6	14.5	60.8	5.9	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0
300	0	300	343	fashion mall at keystone	Marion County	indiana	18097	39.782976	-86.13579399999998	903393	417862	1026408097	17377675	396.298	6.71	3.3	35.0	32.8	33.9	10.6	0.3	2.0	26.7	59.6	51.8	48.2	40.4	87.6	5.4	62.7	12.5	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	7.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0
301	0	301	344	fashion place	Salt Lake County	utah	49035	40.667882	-111.924244	1029655	364031	1922501205	168569885	742.2819999999998	65.085	2.0	31.3	30.3	30.8	8.7	0.9	3.3	1.6	70.8	49.7	50.3	29.2	94.1	8.3	81.2	6.8	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	18.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	6.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0
302	0	302	345	fashion show	Clark County	nevada	32003	36.214236	-115.013819	1951269	840343	20438710673	438695269	7891.431	169.38099999999997	6.2	36.0	35.0	35.5	11.3	0.7	8.7	10.5	65.4	49.7	50.3	34.6	85.1	13.5	60.9	13.3	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	7.0	0.0	2.0	2.0
303	0	303	346	fashion square	Saginaw County	michigan	26145	43.328267	-84.05541	200169	86844	2072284641	41056727	800.1139999999998	15.852	2.4	40.9	38.0	39.5	15.3	0.4	1.1	19.0	66.2	51.7	48.3	33.8	91.0	2.4	74.6	10.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	1.0
304	0	304	347	fashion valley	San Diego County	california	6073	33.023604	-116.776117	3095313	1164786	10895120648	826347909	4206.63	319.055	1.9	36.1	33.2	34.6	11.4	0.9	10.9	5.1	66.3	49.8	50.2	33.7	93.3	13.6	64.0	5.5	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	12.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	1.0	0.0	0.0
305	0	305	348	fayette mall	Fayette County	kentucky	21067	38.040157	-84.458443	295803	135160	734648526	4922803	283.649	1.901	2.4	34.8	32.7	33.7	10.5	0.3	3.2	14.5	56.6	50.8	49.2	43.4	91.0	3.7	75.7	10.2	0.0	3.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	22.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	5.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	4.0	2.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	6.0	1.0	1.0	1.0
306	0	306	349	fayette pavilion	Clayton County	georgia	13063	33.552242	-84.412977	259424	104705	366664243	7152613	141.57	2.762	4.1	33.1	30.1	31.6	6.6	0.4	5.0	66.1	68.8	52.1	47.9	31.2	86.6	7.1	18.9	16.7	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
307	1	307	350	federal plaza	Montgomery County	maryland	24031	39.137381	-77.203063	971777	375905	1272343169	40645480	491.254	15.693	1.5	39.9	37.0	38.5	12.3	0.4	13.9	17.2	68.6	52.0	48.0	31.4	95.0	7.0	57.5	5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
308	1	308	351	festival at waldorf	Charles County	maryland	24017	38.472853	-77.015427	146551	54963	1185563933	479715576	457.749	185.219	2.4	38.4	36.0	37.4	9.5	0.7	3.0	41.0	75.4	51.7	48.3	24.6	93.2	1.3	50.3	8.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
309	0	309	352	festival bay mall	Orange County	florida	12095	28.514435	-81.323295	1145956	487839	2339870128	258560561	903.429	99.831	4.2	34.7	32.7	33.7	9.7	0.4	4.9	20.8	64.8	50.8	49.2	35.2	86.5	6.7	63.6	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
310	0	310	353	fiesta mall	Maricopa County	arizona	4013	33.346540999999995	-112.495534	3817117	1639279	23828260196	62795719	9200.143	24.246	4.1	35.7	33.5	34.6	12.1	2.1	3.5	5.0	66.1	50.5	49.5	33.9	86.1	12.8	73.0	13.7	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	7.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0
311	0	311	354	findlay village mall	Hancock County	ohio	39063	41.00047100000001	-83.666034	74782	33174	1376210257	5959835	531.3580000000002	2.301	2.4	39.2	37.6	38.5	14.3	0.2	1.7	1.5	65.8	51.5	48.5	34.2	91.0	1.4	93.4	11.7	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0
312	0	312	355	fingerlakes mall	Cayuga County	new york	36011	43.008546	-76.574587	80026	36489	1791189978	445707605	691.582	172.08900000000003	1.6	43.1	40.0	41.5	15.3	0.4	0.5	4.0	64.4	49.0	51.0	35.6	86.2	0.8	92.5	6.8	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0
313	0	313	356	firewheel town center	Rockwall County	texas	48397	32.889216	-96.407501	78337	27939	329020647	56154384	127.036	21.681	2.2	36.6	35.1	35.9	9.6	0.6	2.4	5.8	80.7	50.8	49.2	19.3	94.7	5.4	83.6	6.9	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	6.0	0.0	1.0	1.0
314	0	314	357	first & main hudson	Summit County	ohio	39153	41.121851	-81.534936	541781	245109	1069012672	18926101	412.7480000000001	7.307	2.5	41.4	38.6	40.0	14.6	0.2	2.2	14.4	63.3	51.6	48.4	36.7	90.9	0.5	80.6	9.8	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
315	0	315	358	first colony mall	Fort Bend County	texas	48157	29.526602	-95.771015	585375	197030	2231225129	61796736	861.4810000000001	23.86	1.8	35.8	33.9	35.0	7.3	0.4	17.0	21.5	82.1	50.9	49.1	17.9	95.1	7.6	50.6	7.1	0.0	4.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	15.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	4.0	1.0	0.0	2.0
316	0	316	359	five points mall	Grant County	indiana	18053	40.515758	-85.654946	70061	30443	1072446955	2133494	414.074	0.8240000000000001	2.5	40.3	38.6	39.5	16.2	0.3	0.6	7.0	66.1	51.9	48.1	33.9	89.5	1.4	88.2	12.9	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
317	0	317	360	flagstaff mall	Coconino County	arizona	4005	35.829692	-111.773728	134421	63321	48222689085	109964090	18618.885	42.457	2.9	31.4	30.6	31.0	8.9	27.3	1.4	1.2	63.5	50.4	49.6	36.5	73.8	5.2	61.7	6.5	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0
318	0	318	361	flamingo pines shopping center	Broward County	florida	12011	26.19352	-80.476658	1748066	810388	3133329108	292869341	1209.785	113.077	3.3	40.7	38.5	39.7	14.3	0.3	3.2	26.7	63.3	51.6	48.4	36.7	84.7	3.7	63.1	10.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
319	0	319	362	flatiron crossing	Broomfield County	colorado	8014	39.953382	-105.052125	55889	22646	85557538	1466175	33.034	0.5660000000000001	2.1	37.4	35.5	36.4	9.9	0.6	6.1	1.1	69.3	50.4	49.6	30.7	94.6	3.3	86.1	9.0	1.0	4.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	20.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	11.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	9.0	1.0	1.0	1.0
320	0	320	363	florence mall	Boone County	kentucky	21015	38.974595	-84.731444	118811	46154	638067340	26171928	246.359	10.105	2.0	36.4	34.9	35.7	9.5	0.2	2.1	2.5	73.7	50.5	49.5	26.3	93.6	1.5	91.8	9.3	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	3.0	0.0	1.0	1.0
321	0	321	364	foothill village	Bureau County	illinois	17011	41.401304	-89.528377	34978	15720	2250780454	11583679	869.0310000000002	4.472	2.4	43.8	41.2	42.5	18.1	0.3	0.7	0.6	67.3	51.1	48.9	32.7	90.7	3.0	94.2	8.5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
322	0	322	368	ford city mall	Cook County	illinois	17031	41.894294	-87.645455	5194675	2180359	2448383588	1785882224	945.326	689.533	3.0	36.6	34.0	35.3	11.9	0.4	6.2	24.8	61.6	51.6	48.4	38.4	90.2	10.6	55.4	9.6	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	1.0
323	0	323	369	forest mall	Fond du Lac County	wisconsin	55039	43.754722	-88.493284	101633	43910	1863633125	119883005	719.553	46.287	2.0	41.5	39.0	40.2	15.0	0.5	1.1	1.3	66.3	50.9	49.1	33.7	92.7	1.7	94.1	8.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
324	0	324	370	forest plaza	Winnebago County	illinois	17201	42.33739600000001	-89.16120500000002	295266	125965	1329601795	15250394	513.362	5.888	2.6	39.3	37.2	38.3	13.8	0.3	2.3	12.2	66.5	51.1	48.9	33.5	91.7	4.9	77.4	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
325	0	325	371	fort steuben mall	Jefferson County	ohio	39081	40.399188	-80.76141	69709	32826	1057566189	6796784	408.329	2.624	2.2	44.9	42.7	43.9	18.3	0.1	0.4	5.6	64.3	52.0	48.0	35.7	88.7	0.2	91.9	9.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
326	0	326	372	fountains at roseville	Sacramento County	california	6067	38.450011	-121.340441	1418788	555932	2498415670	76077248	964.644	29.374	2.5	36.1	33.5	34.8	11.2	1.0	14.3	10.4	66.0	51.0	49.0	34.0	92.4	9.3	57.5	8.3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
327	0	327	373	four seasons town centre	Guilford County	north carolina	37081	36.079065	-79.78866500000002	488406	218017	1672364534	30883952	645.7040000000002	11.924	3.0	37.5	35.1	36.3	12.3	0.5	3.9	32.5	62.6	52.4	47.6	37.4	90.2	3.6	57.0	11.8	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	12.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	1.0
328	0	328	374	fox river mall	Outagamie County	wisconsin	55087	44.418226	-88.464988	176695	73149	1651177709	18299478	637.523	7.065	1.8	38.5	35.8	37.1	11.8	1.7	3.0	1.0	67.5	50.1	49.9	32.5	95.2	1.5	91.3	6.1	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	14.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	6.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	5.0	1.0	1.0	1.0
329	0	329	375	fox run mall	Rockingham County	new hampshire	33015	42.98936	-71.099437	295223	126709	1799316831	260008473	694.72	100.39	1.6	43.0	41.4	42.2	12.7	0.2	1.7	0.7	69.4	50.6	49.4	30.6	90.8	0.6	95.5	7.6	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0
330	0	330	376	francis scott key mall	Frederick County	maryland	24021	39.470427	-77.397626	233385	90136	1709964627	18537350	660.221	7.157	1.8	39.4	37.6	38.6	11.1	0.3	3.8	8.6	72.2	50.8	49.2	27.8	94.1	2.9	81.5	6.7	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0
331	1	331	377	frandor shopping center	Ingham County	michigan	26065	42.603534	-84.373811	280895	121281	1440343968	11894285	556.12	4.592	2.9	32.6	30.3	31.4	10.5	0.6	5.2	11.8	56.4	51.4	48.6	43.6	91.7	2.3	76.2	8.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
332	0	332	378	franklin mills	Philadelphia County	pennsylvania	42101	40.009376	-75.133346	1526006	670171	347321129	22289408	134.101	8.606	2.1	35.1	31.9	33.5	12.1	0.5	6.3	43.4	56.8	52.8	47.2	43.2	89.5	5.9	41.0	8.9	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0
333	0	333	379	freehold raceway mall	Monmouth County	new jersey	34025	40.287056	-74.152446	630380	258410	1214167244	509002211	468.793	196.527	1.6	42.6	39.9	41.3	13.8	0.2	5.0	7.4	69.8	51.4	48.6	30.2	90.5	2.9	82.6	8.2	0.0	4.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	20.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	3.0
334	0	334	380	fremont hub	Alameda County	california	6001	37.648081	-121.913304	1510271	582549	1914046110	213184643	739.0169999999998	82.311	1.8	37.5	35.6	36.6	11.1	0.6	26.1	12.6	64.6	51.0	49.0	35.4	93.6	10.8	43.0	6.4	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
335	0	335	381	friendly center	Guilford County	north carolina	37081	36.079065	-79.78866500000002	488406	218017	1672364534	30883952	645.7040000000002	11.924	3.0	37.5	35.1	36.3	12.3	0.5	3.9	32.5	62.6	52.4	47.6	37.4	90.2	3.6	57.0	11.8	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	2.0
336	0	336	382	frontier mall	Laramie County	wyoming	56021	41.29283	-104.660395	91738	40462	6956479515	4269807	2685.9120000000007	1.649	1.9	38.0	36.0	37.0	12.5	1.0	1.1	2.5	64.8	50.0	50.0	35.2	92.9	3.8	88.5	6.7	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0
